row_id,SKU_A,SKU_B,raw_r,growth_r,pair,quadrant
1473,JYG37510,SFPUG111VMT,0.2014,0.8238,JYG37510 vs SFPUG111VMT,Hidden (only in growth)
1474,JYG37510,SFPUG611VMT,-0.2838,0.7301,JYG37510 vs SFPUG611VMT,Weak
1475,JYG37510,SFT601,0.3252,-0.0124,JYG37510 vs SFT601,Weak
1476,JYG37510,SPS3960HS,0.5162,0.1533,JYG37510 vs SPS3960HS,Weak
1477,JYG37510,SPS700HS,-0.178,0.3116,JYG37510 vs SPS700HS,Weak
1478,JYG37510,SRCRC12,0.5284,0.3443,JYG37510 vs SRCRC12,Weak
1479,JYG37510,SRCRCL,0.4147,0.0837,JYG37510 vs SRCRCL,Weak
1480,JYG37510,SRESM60V,-0.4006,-0.0312,JYG37510 vs SRESM60V,Weak
1481,JYG37510,SRMAM,0.7236,0.3474,JYG37510 vs SRMAM,Weak
1482,JYG37510,SRPEC60X90TY,0.401,0.4827,JYG37510 vs SRPEC60X90TY,Weak
1483,JYG37510,SRPM60X90,-0.2454,0.5611,JYG37510 vs SRPM60X90,Weak
1484,JYG37510,UVS4040,-0.457,-0.0006,JYG37510 vs UVS4040,Weak
1485,JYG37510,UVSVP400,0.6712,0.825,JYG37510 vs UVSVP400,Hidden (only in growth)
1486,JYG37510,UVSVP401,-0.5437,0.0949,JYG37510 vs UVSVP401,Weak
1487,JYG37510,XAGRPCFCGIS,0.3161,0.3588,JYG37510 vs XAGRPCFCGIS,Weak
1488,JYG37510,XAPERC,0.2925,0.3198,JYG37510 vs XAPERC,Weak
1489,JYG37510,XAPOKGIS,0.2457,0.0385,JYG37510 vs XAPOKGIS,Weak
1490,JYG37510,XESB60R,0.3384,0.4017,JYG37510 vs XESB60R,Weak
1491,JYG37510,XGNRON,0.3862,0.008,JYG37510 vs XGNRON,Weak
1492,JYG37510,XS3M501,0.3448,0.0796,JYG37510 vs XS3M501,Weak
1493,JYG37510,XS3M5N11,0.0201,0.4162,JYG37510 vs XS3M5N11,Weak
1494,JYG37510,XS3M6003-TY,-0.091,0.2682,JYG37510 vs XS3M6003-TY,Weak
1495,JYG37510,XS3M6004TY,0.4924,0.2142,JYG37510 vs XS3M6004TY,Weak
1496,JYG37510,XS3M7093TY,0.0989,0.3971,JYG37510 vs XS3M7093TY,Weak
1497,JYG37510,XS3M7502TY,-0.1401,0.3087,JYG37510 vs XS3M7502TY,Weak
1498,JYG37510,XSAE82509TY,0.2771,0.5145,JYG37510 vs XSAE82509TY,Weak
1499,JYG37510,XSAE82701,0.4874,0.729,JYG37510 vs XSAE82701,Weak
1500,JYR-1521M,JYR-2004AM,-0.603,0.0569,JYR-1521M vs JYR-2004AM,Weak
1501,JYR-1521M,JYR-2004AZ,0.4665,0.7799,JYR-1521M vs JYR-2004AZ,Hidden (only in growth)
1502,JYR-1521M,JYR-2004B,-0.0745,0.3181,JYR-1521M vs JYR-2004B,Weak
1503,JYR-1521M,JYR-2004N,0.1131,0.6493,JYR-1521M vs JYR-2004N,Weak
1504,JYR-1521M,JYR-2004R,-0.291,-0.0932,JYR-1521M vs JYR-2004R,Weak
1505,JYR-1521M,ME6632L,0.4824,0.18,JYR-1521M vs ME6632L,Weak
1506,JYR-1521M,ME6632M,0.5124,0.1284,JYR-1521M vs ME6632M,Weak
1507,JYR-1521M,ME6632XL,0.5064,-0.023,JYR-1521M vs ME6632XL,Weak
1508,JYR-1521M,ME9683L,0.6719,0.5082,JYR-1521M vs ME9683L,Weak
1509,JYR-1521M,ME9683M,0.7051,0.496,JYR-1521M vs ME9683M,Weak
1510,JYR-1521M,ME9683S,0.5232,0.2425,JYR-1521M vs ME9683S,Weak
1511,JYR-1521M,MESX200LH,0.5346,0.5191,JYR-1521M vs MESX200LH,Weak
1512,JYR-1521M,MESX9378KCTV,0.505,0.2037,JYR-1521M vs MESX9378KCTV,Weak
1513,JYR-1521M,MESX9667L,0.0033,0.5839,JYR-1521M vs MESX9667L,Weak
1514,JYR-1521M,MOM2700,0.542,0.609,JYR-1521M vs MOM2700,Weak
1515,JYR-1521M,MRSR-1060NJTL,0.2931,0.5318,JYR-1521M vs MRSR-1060NJTL,Weak
1516,JYR-1521M,PIP33-BLK125BPL,0.448,0.2914,JYR-1521M vs PIP33-BLK125BPL,Weak
1517,JYR-1521M,PIP33-BLK125BPM,0.4907,0.0027,JYR-1521M vs PIP33-BLK125BPM,Weak
1518,JYR-1521M,PIP33-BLK125BPS,0.4982,-0.0288,JYR-1521M vs PIP33-BLK125BPS,Weak
1519,JYR-1521M,PIP33-BLK125BPXS,0.4594,0.0333,JYR-1521M vs PIP33-BLK125BPXS,Weak
1520,JYR-1521M,PIP42-874,0.5316,0.3872,JYR-1521M vs PIP42-874,Weak
1521,JYR-1521M,PMKN95B,0.7863,0.3815,JYR-1521M vs PMKN95B,Spurious (trend only)
1522,JYR-1521M,RA99705,0.3565,0.0596,JYR-1521M vs RA99705,Weak
1523,JYR-1521M,SACFCB02,0.6436,0.8081,JYR-1521M vs SACFCB02,Hidden (only in growth)
1524,JYR-1521M,SFGG805PFL,0.9008,0.8149,JYR-1521M vs SFGG805PFL,Genuine (strong in both)
1525,JYR-1521M,SFPUG09VMT,0.356,0.7689,JYR-1521M vs SFPUG09VMT,Hidden (only in growth)
1526,JYR-1521M,SFPUG111VMT,0.475,0.7304,JYR-1521M vs SFPUG111VMT,Weak
1527,JYR-1521M,SFPUG611VMT,0.7284,0.7432,JYR-1521M vs SFPUG611VMT,Weak
1528,JYR-1521M,SFT601,0.1724,0.245,JYR-1521M vs SFT601,Weak
1529,JYR-1521M,SPS3960HS,-0.0298,0.1139,JYR-1521M vs SPS3960HS,Weak
1530,JYR-1521M,SPS700HS,0.6104,0.3269,JYR-1521M vs SPS700HS,Weak
1531,JYR-1521M,SRCRC12,-0.4563,-0.1089,JYR-1521M vs SRCRC12,Weak
1532,JYR-1521M,SRCRCL,0.2384,0.1328,JYR-1521M vs SRCRCL,Weak
1533,JYR-1521M,SRESM60V,0.6072,-0.0282,JYR-1521M vs SRESM60V,Weak
1534,JYR-1521M,SRMAM,-0.0995,0.3726,JYR-1521M vs SRMAM,Weak
1535,JYR-1521M,SRPEC60X90TY,0.4697,0.5183,JYR-1521M vs SRPEC60X90TY,Weak
1536,JYR-1521M,SRPM60X90,0.7196,0.5519,JYR-1521M vs SRPM60X90,Weak
1537,JYR-1521M,UVS4040,0.4779,-0.0645,JYR-1521M vs UVS4040,Weak
1538,JYR-1521M,UVSVP400,0.3789,0.6495,JYR-1521M vs UVSVP400,Weak
1539,JYR-1521M,UVSVP401,0.5384,-0.0332,JYR-1521M vs UVSVP401,Weak
1540,JYR-1521M,XAGRPCFCGIS,0.1639,0.6763,JYR-1521M vs XAGRPCFCGIS,Weak
1541,JYR-1521M,XAPERC,0.2128,0.3098,JYR-1521M vs XAPERC,Weak
1542,JYR-1521M,XAPOKGIS,0.0617,0.1771,JYR-1521M vs XAPOKGIS,Weak
1543,JYR-1521M,XESB60R,0.0076,0.4184,JYR-1521M vs XESB60R,Weak
1544,JYR-1521M,XGNRON,-0.3189,0.0043,JYR-1521M vs XGNRON,Weak
1545,JYR-1521M,XS3M501,0.4168,0.108,JYR-1521M vs XS3M501,Weak
1546,JYR-1521M,XS3M5N11,0.7014,0.4957,JYR-1521M vs XS3M5N11,Weak
1547,JYR-1521M,XS3M6003-TY,0.3427,0.3341,JYR-1521M vs XS3M6003-TY,Weak
1548,JYR-1521M,XS3M6004TY,0.0295,0.2592,JYR-1521M vs XS3M6004TY,Weak
1549,JYR-1521M,XS3M7093TY,0.3889,0.4395,JYR-1521M vs XS3M7093TY,Weak
1550,JYR-1521M,XS3M7502TY,0.5138,0.3071,JYR-1521M vs XS3M7502TY,Weak
1551,JYR-1521M,XSAE82509TY,0.4503,0.5597,JYR-1521M vs XSAE82509TY,Weak
1552,JYR-1521M,XSAE82701,0.3637,0.6382,JYR-1521M vs XSAE82701,Weak
1553,JYR-2004AM,JYR-2004AZ,-0.1465,0.0856,JYR-2004AM vs JYR-2004AZ,Weak
1554,JYR-2004AM,JYR-2004B,0.4009,-0.0647,JYR-2004AM vs JYR-2004B,Weak
1555,JYR-2004AM,JYR-2004N,0.2379,0.1078,JYR-2004AM vs JYR-2004N,Weak
1556,JYR-2004AM,JYR-2004R,0.5179,-0.1221,JYR-2004AM vs JYR-2004R,Weak
1557,JYR-2004AM,ME6632L,-0.5174,-0.1094,JYR-2004AM vs ME6632L,Weak
1558,JYR-2004AM,ME6632M,-0.5366,-0.117,JYR-2004AM vs ME6632M,Weak
1559,JYR-2004AM,ME6632XL,-0.5307,-0.2016,JYR-2004AM vs ME6632XL,Weak
1560,JYR-2004AM,ME9683L,-0.436,0.0972,JYR-2004AM vs ME9683L,Weak
1561,JYR-2004AM,ME9683M,-0.5052,-0.0371,JYR-2004AM vs ME9683M,Weak
1562,JYR-2004AM,ME9683S,-0.4559,-0.1564,JYR-2004AM vs ME9683S,Weak
1563,JYR-2004AM,MESX200LH,-0.2762,-0.0215,JYR-2004AM vs MESX200LH,Weak
1564,JYR-2004AM,MESX9378KCTV,-0.5026,-0.1857,JYR-2004AM vs MESX9378KCTV,Weak
1565,JYR-2004AM,MESX9667L,0.2736,-0.0031,JYR-2004AM vs MESX9667L,Weak
1566,JYR-2004AM,MOM2700,-0.1224,0.0361,JYR-2004AM vs MOM2700,Weak
1567,JYR-2004AM,MRSR-1060NJTL,-0.1098,0.1253,JYR-2004AM vs MRSR-1060NJTL,Weak
1568,JYR-2004AM,PIP33-BLK125BPL,-0.46,-0.1011,JYR-2004AM vs PIP33-BLK125BPL,Weak
1569,JYR-2004AM,PIP33-BLK125BPM,-0.4973,-0.0296,JYR-2004AM vs PIP33-BLK125BPM,Weak
1570,JYR-2004AM,PIP33-BLK125BPS,-0.5317,-0.0175,JYR-2004AM vs PIP33-BLK125BPS,Weak
1571,JYR-2004AM,PIP33-BLK125BPXS,-0.5232,-0.1742,JYR-2004AM vs PIP33-BLK125BPXS,Weak
1572,JYR-2004AM,PIP42-874,-0.1596,-0.04,JYR-2004AM vs PIP42-874,Weak
1573,JYR-2004AM,PMKN95B,-0.598,0.0462,JYR-2004AM vs PMKN95B,Weak
1574,JYR-2004AM,RA99705,-0.3674,-0.2905,JYR-2004AM vs RA99705,Weak
1575,JYR-2004AM,SACFCB02,-0.2613,0.161,JYR-2004AM vs SACFCB02,Weak
1576,JYR-2004AM,SFGG805PFL,-0.5059,0.0168,JYR-2004AM vs SFGG805PFL,Weak
1577,JYR-2004AM,SFPUG09VMT,0.0516,0.0442,JYR-2004AM vs SFPUG09VMT,Weak
1578,JYR-2004AM,SFPUG111VMT,-0.1178,0.0299,JYR-2004AM vs SFPUG111VMT,Weak
1579,JYR-2004AM,SFPUG611VMT,-0.5398,0.2028,JYR-2004AM vs SFPUG611VMT,Weak
1580,JYR-2004AM,SFT601,0.116,0.7256,JYR-2004AM vs SFT601,Weak
1581,JYR-2004AM,SPS3960HS,0.2876,0.3528,JYR-2004AM vs SPS3960HS,Weak
1582,JYR-2004AM,SPS700HS,-0.5194,0.2029,JYR-2004AM vs SPS700HS,Weak
1583,JYR-2004AM,SRCRC12,0.6709,-0.069,JYR-2004AM vs SRCRC12,Weak
1584,JYR-2004AM,SRCRCL,0.1637,0.4229,JYR-2004AM vs SRCRCL,Weak
1585,JYR-2004AM,SRESM60V,-0.5816,0.5155,JYR-2004AM vs SRESM60V,Weak
1586,JYR-2004AM,SRMAM,0.4609,0.5172,JYR-2004AM vs SRMAM,Weak
1587,JYR-2004AM,SRPEC60X90TY,-0.014,0.0823,JYR-2004AM vs SRPEC60X90TY,Weak
1588,JYR-2004AM,SRPM60X90,-0.4636,-0.0477,JYR-2004AM vs SRPM60X90,Weak
1589,JYR-2004AM,UVS4040,-0.4927,-0.2139,JYR-2004AM vs UVS4040,Weak
1590,JYR-2004AM,UVSVP400,0.1127,0.0284,JYR-2004AM vs UVSVP400,Weak
1591,JYR-2004AM,UVSVP401,-0.5877,-0.0537,JYR-2004AM vs UVSVP401,Weak
1592,JYR-2004AM,XAGRPCFCGIS,0.2178,-0.0896,JYR-2004AM vs XAGRPCFCGIS,Weak
1593,JYR-2004AM,XAPERC,0.1026,0.291,JYR-2004AM vs XAPERC,Weak
1594,JYR-2004AM,XAPOKGIS,0.1423,0.1325,JYR-2004AM vs XAPOKGIS,Weak
1595,JYR-2004AM,XESB60R,0.1227,-0.0441,JYR-2004AM vs XESB60R,Weak
1596,JYR-2004AM,XGNRON,0.2967,-0.0577,JYR-2004AM vs XGNRON,Weak
1597,JYR-2004AM,XS3M501,-0.0699,-0.1239,JYR-2004AM vs XS3M501,Weak
1598,JYR-2004AM,XS3M5N11,-0.3356,0.111,JYR-2004AM vs XS3M5N11,Weak
1599,JYR-2004AM,XS3M6003-TY,-0.2207,0.1757,JYR-2004AM vs XS3M6003-TY,Weak
1600,JYR-2004AM,XS3M6004TY,0.3075,0.1912,JYR-2004AM vs XS3M6004TY,Weak
1601,JYR-2004AM,XS3M7093TY,-0.143,-0.0281,JYR-2004AM vs XS3M7093TY,Weak
1602,JYR-2004AM,XS3M7502TY,-0.2987,0.303,JYR-2004AM vs XS3M7502TY,Weak
1603,JYR-2004AM,XSAE82509TY,-0.1368,-0.0301,JYR-2004AM vs XSAE82509TY,Weak
1604,JYR-2004AM,XSAE82701,-0.0598,-0.098,JYR-2004AM vs XSAE82701,Weak
1605,JYR-2004AZ,JYR-2004B,0.36,0.1584,JYR-2004AZ vs JYR-2004B,Weak
1606,JYR-2004AZ,JYR-2004N,0.2945,0.5279,JYR-2004AZ vs JYR-2004N,Weak
1607,JYR-2004AZ,JYR-2004R,0.2902,0.0765,JYR-2004AZ vs JYR-2004R,Weak
1608,JYR-2004AZ,ME6632L,0.2034,0.3698,JYR-2004AZ vs ME6632L,Weak
1609,JYR-2004AZ,ME6632M,0.2464,0.2849,JYR-2004AZ vs ME6632M,Weak
1610,JYR-2004AZ,ME6632XL,0.2328,0.0934,JYR-2004AZ vs ME6632XL,Weak
1611,JYR-2004AZ,ME9683L,0.5304,0.3865,JYR-2004AZ vs ME9683L,Weak
1612,JYR-2004AZ,ME9683M,0.5106,0.3764,JYR-2004AZ vs ME9683M,Weak
1613,JYR-2004AZ,ME9683S,0.4442,0.2152,JYR-2004AZ vs ME9683S,Weak
1614,JYR-2004AZ,MESX200LH,0.5944,0.362,JYR-2004AZ vs MESX200LH,Weak
1615,JYR-2004AZ,MESX9378KCTV,0.19,-0.0636,JYR-2004AZ vs MESX9378KCTV,Weak
1616,JYR-2004AZ,MESX9667L,0.3427,0.1912,JYR-2004AZ vs MESX9667L,Weak
1617,JYR-2004AZ,MOM2700,0.6531,0.5625,JYR-2004AZ vs MOM2700,Weak
1618,JYR-2004AZ,MRSR-1060NJTL,0.1533,0.4726,JYR-2004AZ vs MRSR-1060NJTL,Weak
1619,JYR-2004AZ,PIP33-BLK125BPL,0.179,0.3884,JYR-2004AZ vs PIP33-BLK125BPL,Weak
1620,JYR-2004AZ,PIP33-BLK125BPM,0.2122,-0.0379,JYR-2004AZ vs PIP33-BLK125BPM,Weak
1621,JYR-2004AZ,PIP33-BLK125BPS,0.2205,-0.0584,JYR-2004AZ vs PIP33-BLK125BPS,Weak
1622,JYR-2004AZ,PIP33-BLK125BPXS,0.1833,0.1484,JYR-2004AZ vs PIP33-BLK125BPXS,Weak
1623,JYR-2004AZ,PIP42-874,0.6138,0.0725,JYR-2004AZ vs PIP42-874,Weak
1624,JYR-2004AZ,PMKN95B,0.5419,0.3966,JYR-2004AZ vs PMKN95B,Weak
1625,JYR-2004AZ,RA99705,0.0246,-0.1062,JYR-2004AZ vs RA99705,Weak
1626,JYR-2004AZ,SACFCB02,0.4874,-0.0958,JYR-2004AZ vs SACFCB02,Weak
1627,JYR-2004AZ,SFGG805PFL,0.4534,0.6482,JYR-2004AZ vs SFGG805PFL,Weak
1628,JYR-2004AZ,SFPUG09VMT,0.4717,0.2814,JYR-2004AZ vs SFPUG09VMT,Weak
1629,JYR-2004AZ,SFPUG111VMT,0.3323,0.2685,JYR-2004AZ vs SFPUG111VMT,Weak
1630,JYR-2004AZ,SFPUG611VMT,0.5011,0.4979,JYR-2004AZ vs SFPUG611VMT,Weak
1631,JYR-2004AZ,SFT601,0.1005,-0.1139,JYR-2004AZ vs SFT601,Weak
1632,JYR-2004AZ,SPS3960HS,0.3843,-0.0625,JYR-2004AZ vs SPS3960HS,Weak
1633,JYR-2004AZ,SPS700HS,0.0611,0.2485,JYR-2004AZ vs SPS700HS,Weak
1634,JYR-2004AZ,SRCRC12,0.046,0.2076,JYR-2004AZ vs SRCRC12,Weak
1635,JYR-2004AZ,SRCRCL,0.1625,0.2066,JYR-2004AZ vs SRCRCL,Weak
1636,JYR-2004AZ,SRESM60V,0.4247,-0.1065,JYR-2004AZ vs SRESM60V,Weak
1637,JYR-2004AZ,SRMAM,0.3475,0.3032,JYR-2004AZ vs SRMAM,Weak
1638,JYR-2004AZ,SRPEC60X90TY,0.604,0.3242,JYR-2004AZ vs SRPEC60X90TY,Weak
1639,JYR-2004AZ,SRPM60X90,0.3917,0.4344,JYR-2004AZ vs SRPM60X90,Weak
1640,JYR-2004AZ,UVS4040,0.1896,0.0175,JYR-2004AZ vs UVS4040,Weak
1641,JYR-2004AZ,UVSVP400,0.5185,0.5315,JYR-2004AZ vs UVSVP400,Weak
1642,JYR-2004AZ,UVSVP401,0.3308,-0.0705,JYR-2004AZ vs UVSVP401,Weak
1643,JYR-2004AZ,XAGRPCFCGIS,0.3191,0.6206,JYR-2004AZ vs XAGRPCFCGIS,Weak
1644,JYR-2004AZ,XAPERC,0.2028,0.2197,JYR-2004AZ vs XAPERC,Weak
1645,JYR-2004AZ,XAPOKGIS,0.175,0.0724,JYR-2004AZ vs XAPOKGIS,Weak
1646,JYR-2004AZ,XESB60R,0.3564,0.3024,JYR-2004AZ vs XESB60R,Weak
1647,JYR-2004AZ,XGNRON,-0.0847,-0.0719,JYR-2004AZ vs XGNRON,Weak
1648,JYR-2004AZ,XS3M501,0.2777,-0.0742,JYR-2004AZ vs XS3M501,Weak
1649,JYR-2004AZ,XS3M5N11,0.3747,0.1762,JYR-2004AZ vs XS3M5N11,Weak
1650,JYR-2004AZ,XS3M6003-TY,0.4902,0.2103,JYR-2004AZ vs XS3M6003-TY,Weak
1651,JYR-2004AZ,XS3M6004TY,0.5964,0.2437,JYR-2004AZ vs XS3M6004TY,Weak
1652,JYR-2004AZ,XS3M7093TY,0.7628,0.509,JYR-2004AZ vs XS3M7093TY,Spurious (trend only)
1653,JYR-2004AZ,XS3M7502TY,0.5745,0.2247,JYR-2004AZ vs XS3M7502TY,Weak
1654,JYR-2004AZ,XSAE82509TY,0.7191,0.6752,JYR-2004AZ vs XSAE82509TY,Weak
1655,JYR-2004AZ,XSAE82701,0.6303,0.2876,JYR-2004AZ vs XSAE82701,Weak
1656,JYR-2004B,JYR-2004N,0.646,0.2815,JYR-2004B vs JYR-2004N,Weak
1657,JYR-2004B,JYR-2004R,0.6636,-0.0514,JYR-2004B vs JYR-2004R,Weak
1658,JYR-2004B,ME6632L,-0.234,-0.0973,JYR-2004B vs ME6632L,Weak
1659,JYR-2004B,ME6632M,-0.2411,0.045,JYR-2004B vs ME6632M,Weak
1660,JYR-2004B,ME6632XL,-0.2552,-0.1187,JYR-2004B vs ME6632XL,Weak
1661,JYR-2004B,ME9683L,0.0178,0.0729,JYR-2004B vs ME9683L,Weak
1662,JYR-2004B,ME9683M,-0.0302,-0.0103,JYR-2004B vs ME9683M,Weak
1663,JYR-2004B,ME9683S,-0.1671,0.4311,JYR-2004B vs ME9683S,Weak
1664,JYR-2004B,MESX200LH,0.1091,0.1155,JYR-2004B vs MESX200LH,Weak
1665,JYR-2004B,MESX9378KCTV,-0.1908,0.4097,JYR-2004B vs MESX9378KCTV,Weak
1666,JYR-2004B,MESX9667L,0.1501,0.1478,JYR-2004B vs MESX9667L,Weak
1667,JYR-2004B,MOM2700,0.4544,0.0665,JYR-2004B vs MOM2700,Weak
1668,JYR-2004B,MRSR-1060NJTL,0.0167,0.1737,JYR-2004B vs MRSR-1060NJTL,Weak
1669,JYR-2004B,PIP33-BLK125BPL,-0.1729,-0.0095,JYR-2004B vs PIP33-BLK125BPL,Weak
1670,JYR-2004B,PIP33-BLK125BPM,-0.2221,-0.1644,JYR-2004B vs PIP33-BLK125BPM,Weak
1671,JYR-2004B,PIP33-BLK125BPS,-0.2478,-0.1586,JYR-2004B vs PIP33-BLK125BPS,Weak
1672,JYR-2004B,PIP33-BLK125BPXS,-0.2514,-0.1472,JYR-2004B vs PIP33-BLK125BPXS,Weak
1673,JYR-2004B,PIP42-874,0.2723,0.2176,JYR-2004B vs PIP42-874,Weak
1674,JYR-2004B,PMKN95B,-0.1059,0.1131,JYR-2004B vs PMKN95B,Weak
1675,JYR-2004B,RA99705,-0.1244,-0.1726,JYR-2004B vs RA99705,Weak
1676,JYR-2004B,SACFCB02,0.0888,-0.1241,JYR-2004B vs SACFCB02,Weak
1677,JYR-2004B,SFGG805PFL,0.054,0.3226,JYR-2004B vs SFGG805PFL,Weak
1678,JYR-2004B,SFPUG09VMT,0.0901,0.1904,JYR-2004B vs SFPUG09VMT,Weak
1679,JYR-2004B,SFPUG111VMT,-0.0582,0.2459,JYR-2004B vs SFPUG111VMT,Weak
1680,JYR-2004B,SFPUG611VMT,-0.1555,0.2735,JYR-2004B vs SFPUG611VMT,Weak
1681,JYR-2004B,SFT601,0.304,-0.0125,JYR-2004B vs SFT601,Weak
1682,JYR-2004B,SPS3960HS,0.6,-0.2288,JYR-2004B vs SPS3960HS,Weak
1683,JYR-2004B,SPS700HS,-0.1916,0.1558,JYR-2004B vs SPS700HS,Weak
1684,JYR-2004B,SRCRC12,0.2786,-0.2478,JYR-2004B vs SRCRC12,Weak
1685,JYR-2004B,SRCRCL,0.3479,0.1787,JYR-2004B vs SRCRCL,Weak
1686,JYR-2004B,SRESM60V,-0.2427,-0.0214,JYR-2004B vs SRESM60V,Weak
1687,JYR-2004B,SRMAM,0.6328,0.2131,JYR-2004B vs SRMAM,Weak
1688,JYR-2004B,SRPEC60X90TY,0.5018,0.0053,JYR-2004B vs SRPEC60X90TY,Weak
1689,JYR-2004B,SRPM60X90,-0.1271,-0.0569,JYR-2004B vs SRPM60X90,Weak
1690,JYR-2004B,UVS4040,-0.1966,0.0609,JYR-2004B vs UVS4040,Weak
1691,JYR-2004B,UVSVP400,0.5859,0.1168,JYR-2004B vs UVSVP400,Weak
1692,JYR-2004B,UVSVP401,-0.3081,-0.135,JYR-2004B vs UVSVP401,Weak
1693,JYR-2004B,XAGRPCFCGIS,0.1539,0.1244,JYR-2004B vs XAGRPCFCGIS,Weak
1694,JYR-2004B,XAPERC,0.1492,0.0605,JYR-2004B vs XAPERC,Weak
1695,JYR-2004B,XAPOKGIS,0.0987,-0.0627,JYR-2004B vs XAPOKGIS,Weak
1696,JYR-2004B,XESB60R,0.1481,-0.1652,JYR-2004B vs XESB60R,Weak
1697,JYR-2004B,XGNRON,0.1454,-0.0713,JYR-2004B vs XGNRON,Weak
1698,JYR-2004B,XS3M501,0.422,0.2518,JYR-2004B vs XS3M501,Weak
1699,JYR-2004B,XS3M5N11,0.2208,0.1728,JYR-2004B vs XS3M5N11,Weak
1700,JYR-2004B,XS3M6003-TY,-0.0289,-0.0232,JYR-2004B vs XS3M6003-TY,Weak
1701,JYR-2004B,XS3M6004TY,0.6916,-0.0411,JYR-2004B vs XS3M6004TY,Weak
1702,JYR-2004B,XS3M7093TY,0.2932,-0.0055,JYR-2004B vs XS3M7093TY,Weak
1703,JYR-2004B,XS3M7502TY,0.0647,-0.0322,JYR-2004B vs XS3M7502TY,Weak
1704,JYR-2004B,XSAE82509TY,0.4676,0.1328,JYR-2004B vs XSAE82509TY,Weak
1705,JYR-2004B,XSAE82701,0.5103,0.0496,JYR-2004B vs XSAE82701,Weak
1706,JYR-2004N,JYR-2004R,0.5384,0.0477,JYR-2004N vs JYR-2004R,Weak
1707,JYR-2004N,ME6632L,0.2433,0.4427,JYR-2004N vs ME6632L,Weak
1708,JYR-2004N,ME6632M,0.2481,0.7024,JYR-2004N vs ME6632M,Weak
1709,JYR-2004N,ME6632XL,0.244,0.506,JYR-2004N vs ME6632XL,Weak
1710,JYR-2004N,ME9683L,0.3362,0.4671,JYR-2004N vs ME9683L,Weak
1711,JYR-2004N,ME9683M,0.2924,0.2106,JYR-2004N vs ME9683M,Weak
1712,JYR-2004N,ME9683S,0.1985,-0.1608,JYR-2004N vs ME9683S,Weak
1713,JYR-2004N,MESX200LH,0.325,0.2139,JYR-2004N vs MESX200LH,Weak
1714,JYR-2004N,MESX9378KCTV,0.1676,0.004,JYR-2004N vs MESX9378KCTV,Weak
1715,JYR-2004N,MESX9667L,-0.0301,-0.0415,JYR-2004N vs MESX9667L,Weak
1716,JYR-2004N,MOM2700,0.6249,0.4049,JYR-2004N vs MOM2700,Weak
1717,JYR-2004N,MRSR-1060NJTL,0.0363,0.8959,JYR-2004N vs MRSR-1060NJTL,Hidden (only in growth)
1718,JYR-2004N,PIP33-BLK125BPL,0.3097,0.5302,JYR-2004N vs PIP33-BLK125BPL,Weak
1719,JYR-2004N,PIP33-BLK125BPM,0.2774,0.4235,JYR-2004N vs PIP33-BLK125BPM,Weak
1720,JYR-2004N,PIP33-BLK125BPS,0.2388,0.5044,JYR-2004N vs PIP33-BLK125BPS,Weak
1721,JYR-2004N,PIP33-BLK125BPXS,0.2102,0.2273,JYR-2004N vs PIP33-BLK125BPXS,Weak
1722,JYR-2004N,PIP42-874,0.1648,-0.1419,JYR-2004N vs PIP42-874,Weak
1723,JYR-2004N,PMKN95B,0.0237,0.115,JYR-2004N vs PMKN95B,Weak
1724,JYR-2004N,RA99705,0.3537,0.003,JYR-2004N vs RA99705,Weak
1725,JYR-2004N,SACFCB02,0.0839,0.6451,JYR-2004N vs SACFCB02,Weak
1726,JYR-2004N,SFGG805PFL,0.0962,0.6711,JYR-2004N vs SFGG805PFL,Weak
1727,JYR-2004N,SFPUG09VMT,0.1162,0.0661,JYR-2004N vs SFPUG09VMT,Weak
1728,JYR-2004N,SFPUG111VMT,0.1106,0.0981,JYR-2004N vs SFPUG111VMT,Weak
1729,JYR-2004N,SFPUG611VMT,0.1825,0.411,JYR-2004N vs SFPUG611VMT,Weak
1730,JYR-2004N,SFT601,-0.0039,-0.519,JYR-2004N vs SFT601,Weak
1731,JYR-2004N,SPS3960HS,0.3653,-0.2955,JYR-2004N vs SPS3960HS,Weak
1732,JYR-2004N,SPS700HS,-0.0886,0.2063,JYR-2004N vs SPS700HS,Weak
1733,JYR-2004N,SRCRC12,0.1443,-0.3743,JYR-2004N vs SRCRC12,Weak
1734,JYR-2004N,SRCRCL,0.2454,0.6696,JYR-2004N vs SRCRCL,Weak
1735,JYR-2004N,SRESM60V,-0.0257,-0.1832,JYR-2004N vs SRESM60V,Weak
1736,JYR-2004N,SRMAM,0.3823,0.4475,JYR-2004N vs SRMAM,Weak
1737,JYR-2004N,SRPEC60X90TY,0.4248,0.4548,JYR-2004N vs SRPEC60X90TY,Weak
1738,JYR-2004N,SRPM60X90,0.0282,0.7826,JYR-2004N vs SRPM60X90,Hidden (only in growth)
1739,JYR-2004N,UVS4040,0.3459,0.4685,JYR-2004N vs UVS4040,Weak
1740,JYR-2004N,UVSVP400,0.4063,0.2733,JYR-2004N vs UVSVP400,Weak
1741,JYR-2004N,UVSVP401,0.1042,0.5261,JYR-2004N vs UVSVP401,Weak
1742,JYR-2004N,XAGRPCFCGIS,0.2144,0.6998,JYR-2004N vs XAGRPCFCGIS,Weak
